COMPANY_ID,COMPANY_NAME,PHONE_NUMBER,ADDRESS,ROAD_ADDRESS
COM_396,New body PT gym,070-5025-4810,서울특별시 강동구 성내동 420-42번지 지층,서울특별시 강동구 성안로 71. 지층 (성내동)
COM_397,NEW RUN,,서울특별시 용산구 한강로2가 420 용산푸르지오써밋,서울특별시 용산구 한강대로 69. 지하1층 102-2호 (한강로2가. 용산푸르지오써밋)
COM_398,NEW-OLD GYM,02-815-3888,서울특별시 동작구 대방동 405-11번지 7층,서울특별시 동작구 보라매로 113. 7층 (대방동)
COM_399,NKB PT GYM,,서울특별시 서초구 방배동 875-21번지 배양빌딩,서울특별시 서초구 서초대로25길 지하 27 (방배동. 배양빌딩)
COM_400,No.1 GYM(402),,서울특별시 강남구 신사동 662-11번지 3층,서울특별시 강남구 언주로172길 59. 3층 (신사동)
COM_401,NX Fitness(엔엑스 피트니스),02-3279-9083,서울특별시 용산구 이태원동 34-158,서울특별시 용산구 녹사평대로 132. 4층 (이태원동)
COM_402,NX PT STUDIO,446-3390,서울특별시 광진구 자양동 652-33번지,서울특별시 광진구 뚝섬로 656. 2층 (자양동)
COM_403,NY GYM,0507-1404-6071,서울특별시 강남구 역삼동 699-28번지,서울특별시 강남구 테헤란로43길 27 (역삼동)
COM_404,N피티앤필라테스,,서울특별시 서초구 우면동 725 네이처프라자,서울특별시 서초구 태봉로 62. 네이처프라자 501호 (우면동)
COM_405,O2 Zone 헬스,994-5048,서울특별시 도봉구 창동 715-27번지 한영프라자 지하1층,서울특별시 도봉구 해등로 125  (창동.한영프라자 지하1층)
COM_406,ONDAGYM(온다짐),,서울특별시 서대문구 홍은동 409-10,서울특별시 서대문구 거북골로 13. 3층 (홍은동)
COM_407,ONE FIT,02-2695-1007,서울특별시 양천구 신정동 973-34번지 3층,서울특별시 양천구 신월로 293. 3층 (신정동)
COM_408,ONE MORE,,서울특별시 용산구 한남동 736-8번지 3층,서울특별시 용산구 이태원로 216. 3층 (한남동)
COM_409,ONE PT,,서울특별시 금천구 독산동 1150 금천롯데캐슬골드파크2차,서울특별시 금천구 벚꽃로 30. 2동 지하1층 B102호 (독산동. 금천롯데캐슬골드파크2차)
COM_410,one shop,,서울특별시 중구 신당동 341-20,서울특별시 중구 다산로18길 23 (신당동)
COM_411,ONE TO ONE GYM(473),25535346,서울특별시 강남구 대치동 932-2번지,서울특별시 강남구 도곡로77길 14. 지하1층 (대치동. 양지빌딩)
COM_412,OPgym,,서울특별시 서대문구 북가좌동 333-4,서울특별시 서대문구 응암로 113. 3층 (북가좌동)
COM_413,OUTFIT FITNESS,,서울특별시 중구 신당동 52-299,서울특별시 중구 다산로40길 14. 지하호 (신당동)
COM_414,P&P(피앤피),,서울특별시 영등포구 당산동4가 29 한강아파트상가동 지하층 B01.B02.B03,서울특별시 영등포구 영신로57길 1. 한강아파트 상가동 지하층 B01.B02.B03호 (당산동4가)
COM_415,P.E.M Korea,,서울특별시 강동구 성내동 439-24,서울특별시 강동구 양재대로85길 16. 2층 (성내동)
COM_416,P-BOY MMA (피보이 엠엠에이),,서울특별시 송파구 문정동 97-1 지하1층,서울특별시 송파구 새말로 138. 지하1층 (문정동)
COM_417,PENTACLE,02-727-5000,서울특별시 용산구 동자동 12,서울특별시 용산구 후암로 107. 지하1층 (동자동. 동부화재)
COM_418,Pers fitness,,서울특별시 강남구 논현동 96-4,서울특별시 강남구 언주로150길 34. B1층 (논현동)
COM_419,PeTer Gym Studio,,서울특별시 양천구 신정동 917-21 2층,서울특별시 양천구 오목로 169. 2층 (신정동)
COM_420,PeTer Gym Studio,,서울특별시 양천구 신정동 952-6 평화빌딩,서울특별시 양천구 오목로 180. 평화빌딩 3층 (신정동)
COM_421,PGA스포렉스,2285-1250,서울특별시 중구 충무로3가 43번지,
COM_422,PHOENIX 휘트니스 클럽,02-886-3963,서울특별시 관악구 신림동 1538-10,서울특별시 관악구 호암로22길 83. 1. 2층 (신림동)
COM_423,Piot Fitness,,서울특별시 강남구 청담동 131-11,서울특별시 강남구 영동대로 730. 지하1층 (청담동)
COM_424,PK GYM,,서울특별시 구로구 구로동 222-14 에이스하이엔드타워2차 304호,서울특별시 구로구 디지털로26길 61. 에이스하이엔드타워2차 3층 304호 (구로동)
COM_425,Play PT studio,,서울특별시 양천구 목동 606-13번지 청원빌딩,서울특별시 양천구 등촌로 228. 청원빌딩 3층 (목동)
COM_426,Playground,,서울특별시 마포구 아현동 618-19번지 마포 센텀 슬로우스퀘어,서울특별시 마포구 마포대로 173-14. 마포 센텀 슬로우스퀘어 3층 (아현동)
COM_427,PND,,서울특별시 성동구 성수동1가 656-1661,서울특별시 성동구 성수일로 21. 2층 (성수동1가)
COM_428,PREMIUM 가온태권GYM(481),,,서울특별시 강남구 학동로68길 7. 209.210호 (삼성동. 삼성동힐스테이트)
COM_429,PRIVE FIT (프리베핏),,서울특별시 마포구 아현동 780번지 지하1층,서울특별시 마포구 굴레방로1길 25. 지하1층 (아현동. 애오개아이파크)
COM_430,PT centre 피티센터,,서울특별시 동작구 사당동 39-1 원일빌딩,서울특별시 동작구 동작대로35길 2. 원일빌딩 B층 1호 (사당동)
COM_431,PT DAY,,서울특별시 관악구 신림동 242-2,서울특별시 관악구 대학5길 26 (신림동)
COM_432,PT GROUND,3663-9666,서울특별시 강서구 가양동 1496 일신건영휴먼빌아파트 상가동 201호,서울특별시 강서구 강서로 490. 2층 (가양동. 일신건영휴먼빌아파트 상가동)
COM_433,PT Lab Bangbae,,서울특별시 서초구 방배동 858-34번지 석호빌딩,서울특별시 서초구 방배중앙로 91. 석호빌딩 지하1층 (방배동)
COM_434,PT MATE,02-6449-6800,서울특별시 서초구 반포동 58-7 삼공빌딩,서울특별시 서초구 고무래로 6-3. 삼공빌딩 지층 201호 (반포동)
COM_435,PT ONE,,서울특별시 강남구 신사동 571-4,서울특별시 강남구 압구정로20길 24. 4층 (신사동)
COM_436,PT PICK(피티픽),02-833-0525,서울특별시 영등포구 신길동 501,서울특별시 영등포구 여의대방로 141 (신길동. 순흥빌딩)
COM_437,PT studio one,,서울특별시 강남구 청담동 1-10번지,서울특별시 강남구 도산대로56길 10. 루벤스 빌딩 4층 (청담동)
COM_438,PT STUDIO RE ' ON,,서울특별시 성동구 도선동 21-1 케이 타워,서울특별시 성동구 고산자로 255. 케이 타워 7층 (도선동)
COM_439,PT STUDIO. SOOM,,서울특별시 서대문구 연희동 353-105,서울특별시 서대문구 연희로 48-20. 4층 (연희동)
COM_440,PT.Dream,,서울특별시 은평구 응암동 98-50 2층,서울특별시 은평구 은평로 142. 2층 (응암동)
COM_441,PT.ROOT,02-395-0653,서울특별시 종로구 평창동 158-1번지,서울특별시 종로구 평창문화로 75. B동 3층 301호 (평창동. 글로리아타운)
COM_442,PT1987,02-477-1987,서울특별시 강동구 성내동 111-6번지 한스빌딩,서울특별시 강동구 풍성로 92. 한스빌딩 -1호 (성내동)
COM_443,PTMASTER FEEL(피티마스터 필),,서울특별시 구로구 신도림동 437-1 태영프라자3층 303호,서울특별시 구로구 경인로59길 8. 3층 303호 (신도림동. 태영프라자)
COM_444,PT스튜디오 건강한 사람들,,서울특별시 송파구 송파동 97-1,서울특별시 송파구 가락로 134. 지하1층 1호 (송파동)
COM_445,PT클럽,,서울특별시 송파구 잠실동 218-7번지,서울특별시 송파구 백제고분로11길 35. 3층 (잠실동)
COM_446,PT하우스(253),02-541-5241,서울특별시 강남구 청담동 84번지 4층,서울특별시 강남구 선릉로 842  (청담동.4층)
COM_447,PURE GYM,,서울특별시 관악구 봉천동 1685-21,서울특별시 관악구 남부순환로 1915. 지층 (봉천동)
COM_448,PUSHUP GYM,070-4204-0104,서울특별시 마포구 합정동 354-21번지 4층,서울특별시 마포구 독막로8길 3. 4층 (합정동)
COM_449,R&FIT,,서울특별시 강남구 역삼동 720-22번지 엠코스퀘어720,서울특별시 강남구 언주로85길 14. 엠코스퀘어720 지하2층 (역삼동)
COM_450,R.F Shop(알에프샵),070-8811-4998,서울특별시 관악구 신림동 1432-67 B01호,서울특별시 관악구 신림로67길 3-8. B01호 (신림동. 라임카운티)
COM_451,RAPHA Fit,,서울특별시 은평구 갈현동 419-24 지하1층,서울특별시 은평구 통일로89길 18-3. 지하1층 (갈현동)
COM_452,Re:BODY 헬스 365,02-888-1248,서울특별시 관악구 봉천동 869-3번지 프라비다1,서울특별시 관악구 관악로17길 8. 지층 101호 (봉천동)
COM_453,RE:BORNFIT 개포,,서울특별시 강남구 개포동 655-4 개포동 메디시스빌딩,서울특별시 강남구 개포로 265. 개포동 메디시스빌딩 201호 (개포동)
COM_454,Red휘트니스,02-385-2485,서울특별시 은평구 갈현동 527-3 2층,서울특별시 은평구 서오릉로 210. 2층 (갈현동)
COM_455,REFLEX(리플렉스),,서울특별시 송파구 송파동 147-1 창우빌딩 202호,서울특별시 송파구 가락로 214. 창우빌딩 202호 (송파동)
COM_456,Refresh PT Gym,,서울특별시 송파구 송파동 162번지 송파삼성래미안아파트상가 101동 208호,서울특별시 송파구 오금로32길 14. 101동 208-2호 (송파동. 송파삼성래미안아파트)
COM_457,RESTART GYM,,서울특별시 송파구 삼전동 1-3 아카데미빌딩,서울특별시 송파구 삼전로 100. 아카데미빌딩 2층 4-1호 (삼전동)
COM_458,RF 트레이닝 스튜디오,02-2135-2664,서울특별시 강남구 역삼동 723-31 역삼동제이빌딩,서울특별시 강남구 언주로85길 23-10. 역삼동제이빌딩 지하1층 (역삼동)
COM_459,Rock Body GYM,02-406-8965,서울특별시 송파구 거여동 42-3,서울특별시 송파구 거마로 14 (거여동. 청송빌딩)
COM_460,ROD Fitness,,서울특별시 강남구 도곡동 419-1 성일빌딩,서울특별시 강남구 남부순환로378길 10. 성일빌딩 지하1층 (도곡동)
COM_461,RSM 휘트니스,,서울특별시 금천구 가산동 327-29번지,서울특별시 금천구 가산디지털2로 30 (가산동)
COM_462,RUN 광화문,070-8263-1157,서울특별시 종로구 내수동 167번지 대우빌딩,서울특별시 종로구 새문안로3길 30. 대우빌딩 114호 (내수동)
COM_463,S gym,02-997-9972,서울특별시 도봉구 쌍문동 380-28,서울특별시 도봉구 노해로 150. 2층 (쌍문동. 서울도봉우체국)
COM_464,S 메디스포,3660-7762.7775,서울특별시 강서구 등촌동 637 B111호,서울특별시 강서구 화곡로68길 102. B111호 (등촌동)
COM_465,S&C physical center,,서울특별시 서초구 방배동 807-22,서울특별시 서초구 동광로22길 7. 102동 b01호 (방배동)
COM_466,S&C 트레이닝 센터,02-6439-7891,서울특별시 노원구 공릉동 386-1 대경상운,서울특별시 노원구 동일로 1078. 대경상운 지하1층 (공릉동)
COM_467,S&H웰빙휘트니스,,서울특별시 강남구 도곡동 543 동신빌딩,서울특별시 강남구 도곡로 204. 동신빌딩 지하1층 (도곡동)
COM_468,S&R맞춤운동센터,,서울특별시 강남구 청담동 11-14,서울특별시 강남구 도산대로78길 23-1. 4층 (청담동)
COM_469,S&S,02-987-7321,서울특별시 성북구 길음동 481-225번지 5층,서울특별시 성북구 숭인로 56. 5층 (길음동)
COM_470,Sanctuary,,서울특별시 용산구 동빙고동 7-48번지 뉴포트. 5층 ,서울특별시 용산구 장문로6길 4. 뉴포트 5층 (동빙고동)
COM_471,SAP,,서울특별시 광진구 군자동 355번지,서울특별시 광진구 동일로 190. 비02호 (군자동)
COM_472,SBT 퍼스널트레이닝,02-706-5019,서울특별시 마포구 대흥동 408 숭문빌딩,서울특별시 마포구 독막로 264. 숭문빌딩 지하1층 (대흥동)
